"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","class"
0.176239,0.234702,0.545112,0.048106,0.054986,0.395304,0.473534,0.600464,0.03225,0.025854,0.831605,0.349732,0.372244,0.088386,0.273805,0.377366,0.292702,0.002984,0.07699,0.204844,0.23012,0.288766,0.424856,0.005072,0.444261,0.077697,0.679996,0,0.485977,0.005456,0.084637,0.343002,0.56109,0.055384,0.166617,0.14442,0.061623,0.034475,0.041197,0.000287,0.126675,0.290505,0.497159,0.243147,1,0.01923,0.064053,0.048226,0.040512,0.371152,"2"
0.147341,0.22161,0.52805,0.117281,0.56962,0.618162,0.459444,0.595889,0.413732,0.01109,0.344024,0.570403,0.670089,0.138865,0.609069,0.415836,0.445519,0.011402,0.12821,0.078568,0.216354,0.454815,0.384922,0.173753,0.456564,0.463214,0.382105,0.507973,0.416792,0.032252,0.044339,0.453123,0.631303,0.188033,0.261684,0.37189,0.091922,0.324216,0.047509,0.162623,0.17108,0.638014,0.539136,0.565367,0.462324,0.029028,0.085725,0,0.077384,0.205852,"2"
0.398846,0.33968,0.249257,0.496439,0.450252,0.212543,0.434118,0.6104,0.024613,0.019693,0.379827,0.502024,0.229962,0.367145,0.346326,0.215713,0.240971,0.015713,0.319954,0.136099,0.143309,0.503769,0.422259,0.384759,0.65308,0.689507,0.136645,0.298118,0.406275,0.011276,0.103674,0.283455,0.202349,0.160605,0.109268,0.351109,0.661154,0.363784,0.324839,0.166663,0.200769,0,0.371724,0.094157,0.514156,0.033606,0.518383,0.047825,0.178738,0.13965,"2"
0.362186,0.247794,0.589076,0.978062,0.36802,0.567603,0.706547,0.659591,0.101272,0.014931,0.211911,0.681629,0.133209,0.192869,0.635477,0.42401,0.117001,0.000997,0.518126,0.049504,0.403683,0.257427,0.354825,0.026739,0.552439,0.229116,0.432485,0.401802,0.70584,0.005162,0.002568,0.358175,0.24012,0.159696,0.153015,0.21466,0.571368,0.029502,0.02762,0.023692,0.083146,0.414764,0.688701,0.184175,0.475229,0.012498,0.08754,0.049592,0.229971,0.20736,"2"
0.456702,0.566742,0.341756,0.193421,0.611939,0.568241,0.282385,0.869432,0.043703,0.034487,0.528992,0.193967,0.755445,0.199831,0.351455,0.718701,0.26417,0.020911,0.140127,0.13211,0,0.89313,0.390655,0.134271,0.305255,0.255909,1,0.155212,0.350034,0.022868,0.069217,0.428678,0.726816,0.281851,0.118197,0.30599,0.083226,0.689367,0.500462,0.230873,0.093424,0.570419,0.583394,0.128495,0.514541,0.000456,0.049377,0.045779,0.160496,0.269037,"2"
0.369263,0.390906,0.452482,0.40857,1,0.375891,0.262138,0.645551,0.381952,0.018923,0.288447,0.408287,0.251544,0.344957,0.296064,0.586701,0.386054,0.264478,0.312742,0.130394,0.09489,0.290793,0.396906,0.272952,0.499117,0.390131,0.430601,0.597433,0.394223,0.030854,0.078724,0.151359,0.463648,0.550769,0.084888,0.301443,0.101924,0.017769,0.192725,0.013279,0,0.300195,0.576269,0.163123,0.571188,0.024226,0.130304,0.016508,0.08064,0.173368,"2"
0.21523,0.29666,0.242758,0.32965,0.674485,0.28707,0.134403,0.46663,0,0.01889,0.384786,0.541713,0.545169,0.038254,0.248618,0.300082,0.277389,0.000527,0.105482,0.395067,0.063543,0.521644,0.253109,0.401954,0.607609,0.191582,0.234938,0.488654,0.19684,0.017184,0.179237,0.476789,0.351857,1,0.552254,0.358249,0.149293,0.294622,0.417715,0.771155,0.102148,0.165629,0.676157,0.109155,0.352743,0.257685,0.26104,0.021162,0.000133,0.112952,"2"
0.648732,0.573184,1,0.14922,0.264158,0.488437,0.621802,0.724447,0.38203,0.020721,0.802795,0.207822,0.330997,0.218516,0.15497,0.453005,0.382314,0.019884,0.513179,0.029503,0.323673,0.469131,0.476898,0.319851,0.482843,0.294931,0.390032,0.237461,0.536567,0.01773,0.102176,0.023819,0.474613,0.084355,0.036508,0.322428,0.074499,0.028965,0.265429,0.059516,0.143732,0.762841,0.177992,0.272495,0.556417,0,0.147141,0.003849,0.021244,0.864513,"2"
0.492033,0.43544,0.338212,0.286593,0.590278,0.492853,0.369133,0.676415,0.470478,0.240001,0.55721,0.431595,0.283372,0.156546,0.625888,0.447655,0.225915,0.116083,0.091211,0.209513,0.322173,0.405425,0.572667,0.176352,0.457277,0.257758,0.360005,0.294217,0.440909,0.041255,0.070086,0.187679,0.340776,0.24527,0.1687,0.142002,0.015847,0.282905,0.38924,0.178658,0.130455,0.606501,0.526328,0.3079,0.306054,0.018679,0.055025,0.046747,0.077123,0.122489,"2"
0.492533,0.50088,0.580577,0.447555,0.556425,0.344937,0.286629,0.763489,0.123831,0.342712,0.423371,0.432994,0.177877,0.33741,0.239113,0.528415,1,0.009588,0.368937,0.172709,0.132239,0.486734,0.286542,0.044904,0.564916,0.097909,0.848236,0.241477,0.323758,0.001245,0.172614,0.147957,0.338734,0.70688,0.096371,0.374989,0.061421,0.016365,0.026129,0.000706,0.100168,0.890775,0.355898,0.176997,0.19593,0.011244,0.12278,0.027076,0.168327,0.212968,"2"
0.393224,0.254724,0.775748,0.363645,0.535172,0.827332,0.113713,0.915575,0.411209,0.245047,0.115852,0.701652,0.183116,0.167391,0.338168,0.699129,0.494596,0.088125,0.385653,0.168356,0.137673,0.425077,0.170269,0.11756,0.456552,0.376899,0.769197,0.59008,0.277637,0.030583,0.102149,0.422568,0.484276,0.476992,0.198,0.390339,0.20921,0.022057,0.154035,0.005356,0.187484,0.538095,0.459099,0.053871,0.220877,0.044388,0.072476,0.021377,0.316815,0.09608,"2"
0.350515,0.444579,0.341132,0.546205,0.340422,0.343604,0.882872,0.754283,0.188228,0.311433,0.535377,0.517759,0.247812,0.204801,0,0.563655,0.584098,0.015888,0.270177,0.20306,0.319133,0.429548,0.245432,0.270019,0.343248,0.1808,0.472732,0.176988,0.801464,0.003941,0.225156,0.338238,0.357192,0.796856,0.288298,0.22778,0.02567,0.062086,0.220347,0.011223,0.139215,0.403468,0.536748,0.136064,0.608815,0.015517,0.070082,0.027847,0.099036,0.40617,"2"
0.18185,0.242145,0.177952,0.374614,0.501493,0.530455,0.276469,0.632017,0.027876,0.026586,0.339344,0,0.769228,0.227049,0.500387,0.601525,0.420913,0.006053,0.260636,0.123874,0.310269,0.205226,0.315681,0.332146,0.49153,0.135868,0.37272,0.381003,0.356117,0.011736,0.23644,0.149238,0.763649,0.469818,0.069629,0.49452,0.368426,0.098336,0.276834,0.322283,0.10227,0.664168,0.588337,0.381249,0.331952,0.012739,0.073694,0.035388,0.320085,0.189747,"2"
0.316403,0.263004,0.539641,0.650295,0.645953,0.524189,0.565304,0.751067,0.207096,0.019165,0.261203,0.369264,0.467117,0.131852,0.492816,0.816786,0.464702,0.00697,0.354314,0.095046,0.338111,0.241757,0.382552,0.217167,0.776905,0.246429,0.680606,0.61893,0.611964,0.020511,0.054003,0.569292,0.646874,0.626764,0.212562,0.514634,0.004309,0.013972,0.009888,0.013728,0.444413,0.472017,0.663387,0.080477,0.41136,0.208144,0.251067,0.023409,0.211158,0.104354,"2"
0.452929,0.608798,0.391342,0.548152,0.604014,0.517061,0.274437,0.544101,0.312529,0.012299,0.345972,0.392478,0.897366,0.188163,0.894394,0.405875,0.391599,0.025244,0.473834,0.228927,0.246354,0.548242,0.659436,0.179501,0.411943,0.250203,0.41982,0.864278,0.334104,0.0081,0.117061,0.361709,0.683208,0.677316,0.149065,1,0.253178,0.054312,0.465447,0.279731,0.174999,0.441514,0.805448,0.348993,0.555363,0.20815,0.643203,0.082803,0.21972,0.069622,"2"
0.214802,0.362136,0.187275,0.426155,0.425553,0.655292,0.242448,0.825832,0.428455,0.031092,0.104298,0.128873,0.457307,0.232118,0.132447,0.659368,0.216683,0.029329,0.074679,0.581456,0.308011,0.371008,0.320323,0.20387,0.55522,0.10033,0.485348,0.474111,0.460272,0.009985,0.200395,0.545434,0.536189,0.622625,0.13273,0.42882,0.016613,0.012024,0.249883,0.014312,0.134317,0.518583,0.266452,0.099574,0.329974,0.0625,0.120957,0.012998,0.182695,0.169548,"2"
0.557897,0.54072,0.386372,0.526169,0.469158,0.299979,0.44074,0.454926,0.102946,0.00883,0.769574,0.241511,0.374506,0.07871,0.182913,0.352595,0.314819,0.00067,0.252351,0.329489,0.28298,0.365252,0.517742,0.160235,0.662261,0.306996,0.166835,0.275199,0.472919,0.029231,0.335792,0.316766,0.283349,0.358309,0.218294,0.333511,0.438173,0.01627,0.182356,0.014638,0.326109,0.66304,0.374141,0.120024,0.449935,0.071544,0.141602,0.016786,0.529809,0.270397,"2"
0.284244,0.310331,0.446442,0.679893,0.499255,0.404555,0.309664,0.471429,0.559363,0.156833,0.393537,0.508239,0.210851,0.025122,0.72747,0.366425,0.05816,0.001907,0.393559,0.167656,0.280505,0.552849,0.363856,0.253249,0.5387,0.596124,0.521116,0.125523,0.357911,0.376744,0.096318,0.204587,0.256103,0.082864,0.146674,0.140741,0.125933,0.003206,0.280082,0.552778,0.672226,0.358528,0.734823,1,0.200556,0.178863,0.27476,0.157356,0.140653,0.023563,"2"
0.141741,0.242569,0.412274,0.100087,0.525302,0.48233,0.141637,0.578974,0.20942,0.037078,0,0.733794,0.099489,0.11962,0.133693,0.204539,0.541634,0.016217,0.030857,0.021119,0.264971,0.163569,0.282737,0.155194,1,0.215251,0.889282,0.057995,0.255974,0.00465,0.051836,0.848469,0.129104,0.064311,0.197958,0.382758,0.107788,0.225174,0.376926,0.113887,0.228529,0.516578,0.386886,0.281965,0.517121,0.06615,0.273295,0.045248,0.338753,0.079687,"2"
0.593363,0.426569,0.522341,0.44037,0.79097,0.705629,0.481472,0.491478,0.062573,0.006779,0.276579,0.502096,0.66971,0.370806,0.283465,0.487255,0.405331,0.009923,0.026243,0.055884,0.630421,0.63538,0.545944,0.117065,0.699977,0.176122,0.251967,0.152148,0.43491,0.01129,0.082324,0.170094,0.596087,0.597034,0.176461,0.233522,0.178912,0.212755,0.246722,0.000915,0.139693,0.535169,0.503025,0.09866,0.531544,0.028643,0,0.037027,0.100478,0.335012,"2"
0.442212,0.39319,0.779168,0.269544,0.069404,0.372145,0.721398,0.848537,0.290698,0.014132,0.655753,0.672367,0.500215,0.069246,0.275462,0.526282,0.247699,0.010876,0.401883,0.097103,0.350776,0.686016,0.276696,0.093417,0.548563,0.062041,0.850267,0.215013,0.778294,0.008049,0.118757,0.184352,0.697596,0.233234,0.043965,0.188102,0.111736,0,0.254213,0.010473,0.080783,0.455548,0.295292,0.116161,0.434442,0.033204,0.099994,0.03758,0.18011,0.036991,"2"
0.36841,0.381088,0.114069,0.222813,0.450295,0.562212,0.286036,0.758775,0.097769,0.005703,0.627867,0.478313,0.792167,0,0.122067,0.760912,0.108341,0.01,0.079243,0.26277,0.142912,0.587197,0.60273,0.091293,0.384655,0.094808,0.540067,0.333698,0.262988,0,0.139072,0.299511,0.637508,0.436828,0,0.33053,0.136579,0.02945,0.14256,0.003742,0.121396,0.622879,0.545499,0.187295,0.281553,0.365729,0.167533,0.02455,0.171265,0.435747,"2"
0.516668,0.421113,0.515472,0.135855,0.369789,0.660572,0.582823,1,0.159418,0.015482,0.425265,0.640651,0.555837,0.19764,0.218806,0.759924,0.215817,0.016261,0.127072,0.069306,0.275681,0.609556,0.332158,0.109796,0.752785,0.163297,0.535563,0.211684,0.523966,0.001743,0.028541,0.380578,0.86678,0.121452,0.27787,0.257521,0.034106,0.058616,0.125381,0.002683,0.117345,0.63021,1,0.069887,0.529909,0.017566,0.048013,0.015896,0.140851,0.266059,"2"
0.293515,0.347882,0.405813,0.622826,0.347671,0.469418,0.539602,0.563271,0.217379,0.002946,0.299876,0.531707,0.20735,0.197434,0.511704,0.401967,0.188982,0.010815,0.970711,0.126253,0.346063,0.439902,0.63919,0.362242,0.636948,0.292145,0.564077,0.325004,0.57885,0.059882,0.085081,0.28516,0.281475,0.153969,0.075409,0.364219,0.260412,0.292485,0.240444,0.385902,0.149623,0.482191,0.719092,0.323134,0.553044,0.058995,0.100581,0.035493,0.152221,0.240359,"2"
0.185734,0.208879,0.774498,0.616747,0.03234,0.510483,0.62543,0.832966,0.747976,0.048074,0.299953,0.429789,0.22639,0.102824,0.537081,0.470387,0.030819,0.393444,0.304376,0.104366,0.489423,0.336898,0.428668,0.029847,0.268025,0.229441,0.394213,0.013968,0.590248,0.188073,0.432089,0.541473,0.349585,0.022578,0.582371,0.056303,0.391864,0.427029,0.386462,0.445147,0.357066,0.15745,0.202211,0.317429,0.318134,0.61377,0.07529,0.155626,0.406601,0.048198,"2"
0.694968,0.830111,0.450986,0.181683,0.593529,0.377042,0.648651,0.827394,0.116667,0.013561,0.767036,0.366071,0.534724,0.072711,0.274844,0.656745,0.218389,0.014695,0.089025,0.164606,0.031296,0.538471,0.355724,0.101606,0.496168,0.626951,0.578602,0.134651,0.606995,0.001004,0.075376,0.245123,0.685772,0.189954,0.056936,0.215006,0.057912,0.003624,0.029089,0.000668,0.10319,0.363776,0.701578,0.286521,0.343423,0.483641,0.221856,0.003359,0.051428,0.412659,"2"
0.232455,0.610352,0.479838,0.463909,0.221139,0.58833,0.411595,0.66201,0.211893,0.035517,0.131795,0.317605,0.96512,0.069602,0.354277,0.71867,0.142888,0.012911,0.529188,0.579621,0.348554,0.242704,0,0.057031,0.288677,0.221195,0.929847,0.277584,0.457482,0.00795,0.081588,0.433086,0.502888,0.144318,0.254013,0.159211,0.348684,0.075545,0.277273,0.092178,0.151102,0.533308,0.358227,0.096518,0.503417,0.045141,0.060249,0.057533,0.078955,0.301624,"2"
0.37496,0.664586,0.561445,0.41714,0.65336,0.416497,0.626394,0.460312,0.359193,0.0317,0.206622,0.433405,0.578442,0.193112,0.725486,0.439347,0.321745,0.009162,0.283569,0.251073,0.370562,0.556568,0.251639,0.177506,0.448704,0.351953,0.437658,0.827373,0.493993,0.068374,0.077578,0.641428,0.478985,0.47879,0.219236,0.618411,0.188673,0.078003,0.241322,0.04882,0.169344,0.300038,0.814327,0.298059,0.695318,0.252623,0.35115,0.029074,0.086695,0.173991,"2"
0.192889,0.337228,0.30714,0.230607,0.897547,0.539441,0.171364,0.481329,0.371576,0.380522,0.08413,0.596024,0.0316,0.342984,0.441573,0.343205,0.262369,0.0044,0.324736,0.133018,0.097858,0.17348,0.254897,0.14913,0.5753,0.276773,0.569127,0.679189,0.212866,0.100207,0.088324,0.200186,0.052383,0.21388,0.069669,0.466349,0.129651,0.033565,0.103729,0.023043,0.175513,0.517055,0.754849,0.4265,0.446947,0.196525,0.261079,0.0272,0.168674,0.196904,"2"
0.309548,0.53646,0.378654,0.243884,0.388266,0.37463,0.472576,0.805804,0.485198,0.019353,0.382828,0.474466,0.422163,0.124848,0.164857,0.574316,0.226507,0.010179,0.302218,0.101635,0.109023,0.526137,0.490693,0.09318,0.516995,0.197984,0.692326,0.327105,0.431723,0.047403,0.164637,0.369524,0.534281,0.185963,0.156525,0.293695,0.130836,0.039692,0.179732,0.017729,0.134239,0.889818,0.357752,0.257528,0.224475,0.070244,0.259793,0.052669,0.07521,0.265496,"2"
0.224954,0.478909,0.319323,0.392394,0.439611,0.815914,0.505225,0.94062,0.150834,0.001822,0.376581,0.164526,0.545791,0.132849,0.419398,0.627596,0.432996,0.0165,0.272754,0.298634,0.20205,1,0.258357,0.169582,0.621047,0.338082,0.319337,0.096541,0.419454,0.035256,0.096826,0.673989,0.787753,0.307671,0.447277,0.426917,0.086992,0.174222,0.099266,0.018206,0.140266,0.267343,0.532163,0.091058,0.482804,0.101413,0.355956,0.042582,0.153322,0.174714,"2"
0.679365,0.731265,0.385758,0.218648,0.43491,0.657633,0.847908,0.481207,0.54595,0.019481,0.578688,0.642558,0.713564,0.129654,0.281632,0.377593,0.621339,0.007164,0.385771,0.043489,0.378934,0.671026,0.424235,0.131601,0.616914,0.011376,0.510479,0.115582,0.741258,0.003934,0.038957,0.421039,0.469887,0.110165,0.342442,0.282875,0.175395,0.02155,0.301933,1.8e-05,0.004241,0.454334,0.651106,0.157206,0.687172,0.000973,0.003278,0.044876,0.039902,0.400288,"2"
0.216575,0.253398,0.613255,0.065534,0.193607,0.688337,0.373747,0.592542,0.093471,0.251325,1,0.356486,0.351333,0.116346,0.175115,0.356151,0.221963,0.016474,0.360733,0.102305,0.706281,0.812948,0.406934,0.016769,0.380802,0.054709,0.590217,0.073294,0.394657,0.008899,0.075805,0.346824,0.507587,0.009042,0.107906,0.015761,0.08161,0.06557,0.18346,0.000592,0.224419,0.515141,0.115891,0.248677,0.816074,0.495153,0.063973,0.03196,0.180505,0.452019,"2"
0.299046,0.388657,0.05954,0,0.152256,0.383258,0.531547,0.787675,0.464868,0.012937,0.407225,0.450761,0.679454,0.162264,0.375391,0.377665,0.087116,0.009604,0,0,0.234552,0.434419,0.30305,0,0.345502,0.145527,0.559604,0.181939,0.597602,0.005434,0.027637,0.677162,0.617918,0.040084,0.42276,0.065923,0.12337,0.051275,0.095118,0.001823,0.117084,0.430444,0.624087,0.187327,0.29431,0.022787,0.511982,0.017582,0.325623,0.186874,"2"
0.621009,0.519666,0.595108,0.396751,0.042794,0.33669,0.166734,0.563376,0.417733,0.025097,0.198086,0.588473,0.106939,0.440516,0.061182,0.687761,0.250873,0.057125,0.086153,0.112565,0.067954,0.007609,0.429435,0.198452,0.659027,0.584905,0.163863,0.090483,0.236207,0.003588,0.186487,0.299832,0.257509,0.667754,0.20971,0.178979,0.028617,0.9009,0.214665,0.012168,0.435716,0.399105,0.24249,0.070215,0.031149,0.067897,0.14495,0.084931,0.572448,0.165357,"2"
0.568351,0.591303,0.376568,0.357858,0.500052,0.413138,0.604123,0.753566,0.21769,0.000212,0.5773,0.348641,0.267157,0.201168,0.22756,1,0.088758,0.013666,0.211697,0.106054,0.210288,0.512814,0.387615,0.160393,0.261637,0.124568,0.506785,0.141543,0.550167,0.027049,0.376447,0.291608,0.312468,0.261705,0.084783,0.36174,0.235513,0.047771,0.005961,0.092736,0.124181,0.986883,0.382468,0.351977,0.157401,0.219434,0.091424,0.051099,0.322236,0.78345,"2"
1,1,0.223225,0.111041,0.640987,0.604304,0.522345,0.78347,0.077092,0.009285,0.593491,0.420635,0.533797,0.286086,0.48703,0.52092,0.322507,0.012267,0.080064,0.056503,0.15536,0.904973,0.551678,0.199781,0.596636,0.170417,0.276347,0.46927,0.461538,0.002293,0.051832,0,0.816537,0.228425,0.148316,0.282661,0.124914,0.076497,0.151951,0.00112,0.053349,0.665004,0.787186,0.265572,0.565392,0.080628,0.279755,0.00574,0.291206,0.490867,"2"
0.263234,0.254739,0.149217,0.326651,0.382807,0.590659,0.788853,0.589404,0.064557,0.022448,0.443779,0.566566,0.331893,0.038369,0.368535,0.355954,0.264704,0.046567,0.31906,0.100047,0.534939,0.449226,0.365008,0.212101,0.388705,0.311347,0.752463,0.475121,0.695292,0.023333,0.103852,0.710299,0.576499,0.343622,0.180124,0.325846,0.211097,0.036886,0.274688,0.000864,0.060979,0.104496,0.514031,0.158288,0.785689,0.081738,0.241035,0.023764,0.041112,0.267949,"2"
0.352589,0.220522,0.476638,0.813902,0.632709,0.326071,0,0.636534,0.098995,0.034209,0.20911,0.428285,0.310986,0.021664,0.348673,0.596739,0.341227,0.005697,0.355187,0.115662,0.35074,0.239072,0.265241,0.230111,0.263326,0.251831,0.664248,0.700611,0.148091,0.038819,0.130356,0.416577,0.742708,0.509991,0.206783,0.437246,0.037103,0.175671,0.221005,0.229813,0.156324,0.435526,0.517125,0.03704,0.414842,0.146688,0.177159,0.035477,0.289679,0.166707,"2"
0.585718,0.595582,0.461168,0.4828,0.559193,0.404299,0.239639,0.743332,0.021874,0.469516,0.534653,0.450807,0.534399,0.099473,0.387343,0.290558,0.101009,0.014828,0.50317,0.011953,0.312119,0.693072,0.576828,0.11062,0.270099,0.096977,0.552331,0.369628,0.205284,0.007179,0.102476,0.231575,0.513399,0.168955,0.083882,0.178509,0.130751,0.008906,0.245198,0.017189,0.064675,0.624422,0.804842,0.103471,0.365919,0.024014,0.409954,0.028097,0.159173,0.342265,"2"
0.113592,0.0785,0.346751,0.205892,0.024965,0.057913,0.080485,0.662029,0.609395,0.728252,0.678552,0.286229,0.115286,0.351851,0.317715,0.483476,0.084306,0.021083,0.807402,0.23217,0.749078,0.576168,0.387213,0.084056,0.241562,0.028786,0.313038,0.009894,0.093003,0.371888,0.405561,0.475735,0.281504,0.007975,0.234425,0.14276,0.23207,0.179301,0.280645,0.278426,0.007494,0.348616,0.111421,0.836906,0.30272,1,0.20324,0.527769,0.308662,0.097853,"2"
0.274141,0.341648,0.33327,0.322828,0.883978,0.476557,0.274703,0.726116,0.395455,0.01645,0.232593,0.579623,0.351181,0.06843,0.513171,0.520764,0.377653,0.000705,0.285147,0.099196,0.261525,0.234801,0.448997,0.33829,0.666439,0.347285,0.361387,1,0.412822,0.009485,0.086228,0.534878,0.354564,0.458325,0.046736,0.560716,0.203636,0.07914,0.292458,0.040742,0.212471,0.656354,0.400833,0.262554,0.721873,0.058051,0.309454,0.015294,0.121071,0.127407,"2"
0.450314,0.471324,0.456169,0.268996,0.3642,0.214366,0.491852,0.691681,0.993005,0.028928,0.34473,0.37322,0.779305,0.126567,0.397802,0.548384,0.187784,0.008244,0.611647,0.041953,0.215559,0.700078,0.318919,0.367086,0.354886,0.234054,0.319256,0.151967,0.578708,0.026701,0.053142,0.415472,0.626735,0.154359,0.212612,0.484741,0.261564,0.357629,0.287378,0.296584,0.155699,0.626225,0.431284,0.410252,0.525096,0.029883,0.345357,0.034624,0.298626,0.067157,"2"
0.564194,0.502598,0.64197,0.247874,0.305559,0.274936,0.511786,0.759902,0.99308,0.032732,0.309076,0.532389,0.611457,0.182824,0.252419,0.546506,0.183922,0.011764,0.611587,0.025756,0.511515,0.667787,0.249524,0.401358,0.258124,0.272384,0.241204,0.257386,0.536553,0.014234,0.061484,0.456061,0.71774,0.168162,0.163605,0.363053,0.280345,0.384272,0.385236,0.256676,0.125397,0.413504,0.306203,0.3476,0.440662,0.026542,0.433244,0.036467,0.328569,0.068648,"2"
0.441445,0.54761,0.245368,0.043722,0.515832,0.926746,1,0.712054,0.466078,0.010187,0.47256,0.670588,1,0.167152,0.553701,0.566724,0.124746,0.005774,0.18466,0.123606,0.262386,0.575606,0.398858,0.116492,0.426173,0.522003,0.35199,0.34094,1,0.01122,0.014462,0.596237,0.962658,0.212452,0.195102,0.216925,0.201424,0.257551,0.448475,0.333533,0.117425,0.534727,0.695401,0.256485,0.623636,0.146731,0.168994,0.029175,0.239991,0.183748,"2"
0.397997,0.272863,0.356764,0.275202,0.033257,0.460102,0.14775,0.520785,0.311528,0.023824,0.315098,0.47323,0.636271,0.076323,0.198635,0.250442,0.069347,0.00893,0.119025,0.119935,0.220563,0.348402,0.62091,0.321458,0.470002,0.087788,0.512144,0.334452,0.340405,0.023764,0.06204,0.617649,1,0.121931,0.217917,0.162366,0.195862,0.064389,0.223051,0.004551,0.044935,0.122286,0.633248,0.321431,0.135492,0.096323,0.087318,0.056841,0.246433,0.233377,"2"
0.421965,0.510293,0.636793,0.173059,0.272598,0.369967,0.154574,0.609799,0.630261,0.043148,0.915618,0.339653,0.718121,0.077517,0.342882,0.371519,0.148495,0.0327,0.370814,0.174295,0.323234,0.452081,0.371337,0.140681,0.332663,0.106542,0.687376,0.060587,0.339385,0.00763,0.152006,0.341747,0.840839,0.171635,0.189794,0.227064,0.046141,0.096468,0.261439,0.222846,0.140677,0.663588,0.494491,0.289762,0.585394,0.037451,0.301462,0.568095,0.051103,0.674103,"2"
0.183443,0.173842,0.672895,0.260473,0.047736,0.590702,0.242832,0.45574,0.48779,0.021832,0.172621,0.734039,0.646845,0.099912,0.361587,0.280821,0.160142,0.019707,0.367968,0.126846,0.337437,0.456838,0.706495,0.011932,0.516122,0.307367,0.398984,0.135046,0.284902,0.028087,0.031556,0.552194,0.509855,0.060715,0.233503,0.195144,0.357742,0.029371,0.032088,0.001523,0.17591,0.668928,0.638741,0.250132,0.466142,0.054198,0.272365,0.039439,0.194988,0.231522,"2"
0.191633,0.210777,0.193312,0.514063,0.231542,0.165363,0.167722,0.572791,0.732945,0.056676,0.317302,0.698655,0.082673,0.322042,0.484479,0.321695,0.110347,0.0184,0.695639,0.213431,0.337142,0.262652,0.556832,0.248595,0.284885,0.71385,0.479182,0.255976,0.250891,0.009471,0.082275,0.504094,0.205326,0.118614,0.211547,0.271459,0.37524,0.119626,0.100876,0.10167,0.191466,0.433028,0.513647,0.301609,0.279256,0.146721,0.385074,0.246055,0.184424,0.087244,"2"
0.492115,0.666228,0.448735,0.189659,0.38811,0.195847,0.357371,0.583356,0.058982,0.048219,0.541762,0.414764,0.540211,0.055343,0.319815,0.323877,0.400917,0.018851,0.389762,0.190678,0.317661,0.650687,0.398097,0.138288,0.625528,0.071666,0.423641,0.012887,0.399267,0.024377,0.162553,0.496548,0.536909,0.475327,0.185081,0.316388,0.168504,0.025069,0.318334,0.099099,0.187405,0.48549,0.68259,0.247703,0.798235,0.308489,0.265878,0.189164,0.089342,0.907138,"2"
0.30814,0.355194,0.386847,0.873262,0.749427,1,0.133506,0.60899,0.030998,0.063432,0.165536,0.240282,0.087839,0.369164,0.532891,0.893744,0.484014,0.063143,0.366808,0.088751,0.270701,0.109572,0.326916,0.221418,0.699775,0.521978,0.498015,0.49311,0.224621,0.171514,0.181393,0.287665,0.111439,0.573661,0.054144,0.411,0,0.048063,0.013826,0.193609,0.412141,0.303089,0.181474,0.35229,0.651795,0.135035,0.132605,0.208478,0.203369,0.157231,"2"
